tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id
22/07/2024,P097,Su Şişesi,Mutfak Ürünleri,932.39,18,16783.02,6258
28/12/2023,P024,Bilgisayar,Elektronik,923.45,11,10157.95,4712
14/12/2022,P024,Bilgisayar,Elektronik,107.13,9,964.17,1290
29/01/2024,P087,Kulaklık,Elektronik,385.5,14,5397.0,4210
24/10/2024,P037,Fırın,Ev Aletleri,706.37,15,10595.55,3175
25/09/2023,P037,Fırın,Ev Aletleri,923.87,14,12934.18,1670
11/03/2024,P011,Kalem,Kırtasiye,1394.81,14,19527.34,2474
02/07/2024,P011,Kalem,Kırtasiye,1448.55,12,17382.6,8128
13/10/2023,P097,Su Şişesi,Mutfak Ürünleri,1468.59,8,11748.72,7573
27/04/2024,P082,Defter,Kırtasiye,647.48,4,2589.92,1572
10/03/2024,P063,Klima,Elektronik,151.39,8,1211.12,4079
24/08/2023,P018,Telefon,Elektronik,795.1,17,13516.7,7417
29/11/2022,P082,Defter,Kırtasiye,714.53,18,12861.54,3737
06/05/2023,P087,Kulaklık,Elektronik,629.57,9,5666.13,3867
11/01/2023,P063,Klima,Elektronik,823.87,17,14005.79,9234
27/05/2024,P011,Kalem,Kırtasiye,520.85,14,7520.75939059395,4917
02/11/2023,P032,Mouse,Elektronik,222.28,13,2889.64,7441
20/03/2024,P024,Bilgisayar,Elektronik,742.59,9,6683.31,8321
05/06/2023,P037,Fırın,Ev Aletleri,444.52,16,7112.32,3016
04/10/2023,P037,Fırın,Ev Aletleri,1262.24,8,10097.92,4049
10/01/2023,P037,Fırın,Ev Aletleri,183.8,17,7520.75939059395,2602
23/11/2022,P037,Fırın,Ev Aletleri,1114.95,3,7520.75939059395,1306
30/12/2022,P097,Su Şişesi,Mutfak Ürünleri,1277.92,4,5111.68,1881
20/06/2024,P063,Klima,Elektronik,1199.01,13,15587.13,7594
07/04/2024,P024,Bilgisayar,Elektronik,1024.96,11,11274.56,8883
01/07/2023,P087,Kulaklık,Elektronik,886.36,19,16840.84,3442
04/07/2023,P018,Telefon,Elektronik,1367.76,5,6838.8,5369
26/11/2022,P024,Bilgisayar,Elektronik,878.93,11,9668.23,9688
05/06/2024,P063,Klima,Elektronik,782.53,17,13303.01,1015
23/08/2024,P082,Defter,Kırtasiye,379.53,13,7520.75939059395,2725
03/10/2024,P018,Telefon,Elektronik,1370.82,7,9595.74,9871
10/06/2024,P063,Klima,Elektronik,743.03,8,5944.24,3336
01/01/2023,P011,Kalem,Kırtasiye,64.65,13,840.45,9359
11/07/2023,P011,Kalem,Kırtasiye,1456.21,3,4368.63,7800
20/04/2024,P087,Kulaklık,Elektronik,1362.68,9,12264.12,4088
03/12/2023,P011,Kalem,Kırtasiye,434.09,18,7813.62,3343
12/12/2022,P097,Su Şişesi,Mutfak Ürünleri,361.48,4,1445.92,6855
31/05/2024,P011,Kalem,Kırtasiye,934.04,14,13076.56,3962
17/12/2022,P082,Defter,Kırtasiye,209,19,3971.0,6229
19/10/2023,P087,Kulaklık,Elektronik,1126.5,12,13518.0,1385
24/12/2023,P037,Fırın,Ev Aletleri,109.69,9,987.21,8908
26/09/2023,P087,Kulaklık,Elektronik,1428.26,18,25708.68,4972
27/11/2022,P097,Su Şişesi,Mutfak Ürünleri,986.62,16,15785.92,8002
06/08/2024,P018,Telefon,Elektronik,793.34,10,7520.75939059395,5674
11/04/2024,P011,Kalem,Kırtasiye,612.14,15,9182.1,6551
15/05/2023,P011,Kalem,Kırtasiye,489.58,4,1958.32,3484
25/05/2024,P082,Defter,Kırtasiye,972.74,12,11672.88,7799
17/02/2023,P063,Klima,Elektronik,377.12,15,5656.8,6159
26/01/2024,P087,Kulaklık,Elektronik,196.32,4,785.28,9669
28/10/2024,P010,Çanta,Giyim,522.34,14,7312.76,5240
14/04/2024,P011,Kalem,Kırtasiye,958.42,9,7520.75939059395,5222
06/06/2024,P024,Bilgisayar,Elektronik,1176.39,10,11763.9,5320
16/05/2023,P063,Klima,Elektronik,288.9,14,4044.6,4504
22/03/2024,P032,Mouse,Elektronik,677.85,8,5422.8,9318
12/05/2024,P032,Mouse,Elektronik,1373.96,13,17861.48,3462
13/05/2023,P011,Kalem,Kırtasiye,1197.75,10,11977.5,8104
15/05/2023,P011,Kalem,Kırtasiye,1078.45,9,9706.05,2335
02/09/2023,P032,Mouse,Elektronik,1488.44,16,23815.04,3042
21/12/2023,P010,Çanta,Giyim,848.52,11,9333.72,9588
02/01/2023,P097,Su Şişesi,Mutfak Ürünleri,594.58,12,7520.75939059395,4922
14/08/2024,P097,Su Şişesi,Mutfak Ürünleri,67.64,9,608.76,4927
03/02/2024,P082,Defter,Kırtasiye,190.06,14,2660.84,4799
10/12/2023,P024,Bilgisayar,Elektronik,36.37,8,290.96,7578
27/09/2024,P087,Kulaklık,Elektronik,56.98,15,7520.75939059395,3101
23/04/2024,P097,Su Şişesi,Mutfak Ürünleri,554.02,19,10526.38,4871
14/04/2023,P010,Çanta,Giyim,438.37,10,4383.7,7891
13/09/2024,P011,Kalem,Kırtasiye,1299.4,8,10395.2,4304
08/03/2024,P087,Kulaklık,Elektronik,1484.69,6,8908.14,8473
01/08/2024,P032,Mouse,Elektronik,774.31,17,13163.27,8590
09/02/2023,P011,Kalem,Kırtasiye,29/02/2024 00:00,5,145.1,8187
02/01/2024,P037,Fırın,Ev Aletleri,1142.79,7,7999.53,1202
10/02/2024,P097,Su Şişesi,Mutfak Ürünleri,900.61,15,13509.15,2716
16/11/2022,P018,Telefon,Elektronik,719.39,14,10071.46,8501
06/11/2023,P024,Bilgisayar,Elektronik,294.67,6,1768.02,5398
15/09/2023,P097,Su Şişesi,Mutfak Ürünleri,112.97,9,1016.73,5237
17/12/2023,P010,Çanta,Giyim,1080.78,4,4323.12,7208
04/09/2023,P063,Klima,Elektronik,616.74,11,6784.14,2187
22/04/2024,P032,Mouse,Elektronik,407.02,16,6512.32,1522
22/02/2023,P082,Defter,Kırtasiye,1476.58,13,19195.54,4859
15/04/2023,P097,Su Şişesi,Mutfak Ürünleri,412.85,19,7520.75939059395,8626
21/08/2023,P063,Klima,Elektronik,934.16,15,14012.4,2933
26/10/2024,P037,Fırın,Ev Aletleri,645.03,11,7095.33,4018
11/05/2023,P063,Klima,Elektronik,222.15,7,1555.05,9458
07/02/2023,P011,Kalem,Kırtasiye,1193.48,8,9547.84,8475
28/05/2023,P010,Çanta,Giyim,642.92,18,11572.56,4377
16/02/2023,P097,Su Şişesi,Mutfak Ürünleri,420.62,7,2944.34,7462
22/03/2024,P011,Kalem,Kırtasiye,270.1,17,7520.75939059395,1446
09/07/2024,P063,Klima,Elektronik,1348.76,2,2697.52,7360
25/01/2024,P010,Çanta,Giyim,852.82,8,6822.56,6502
15/02/2024,P087,Kulaklık,Elektronik,794.32,9,7148.88,2778
25/12/2022,P037,Fırın,Ev Aletleri,1071.29,13,13926.77,6874
10/10/2024,P011,Kalem,Kırtasiye,1265.19,6,7591.14,4922
07/11/2022,P018,Telefon,Elektronik,1061.75,1,1061.75,7598
24/04/2023,P018,Telefon,Elektronik,102.29,15,1534.35,5916
16/11/2022,P032,Mouse,Elektronik,332.02,6,1992.12,5486
19/12/2022,P037,Fırın,Ev Aletleri,649.41,17,11039.97,1084
13/01/2024,P063,Klima,Elektronik,1462.33,18,26321.94,1339
20/05/2023,P011,Kalem,Kırtasiye,511.01,1,511.01,8740
25/04/2024,P024,Bilgisayar,Elektronik,994.37,18,17898.66,6103
01/04/2024,P011,Kalem,Kırtasiye,27.32,6,7520.75939059395,1786
18/12/2022,P032,Mouse,Elektronik,277.81,15,4167.15,7586
19/03/2023,P011,Kalem,Kırtasiye,480.84,9,4327.56,4493
25/03/2024,P087,Kulaklık,Elektronik,312.22,6,1873.32,8680
19/02/2023,P037,Fırın,Ev Aletleri,416.56,16,6664.96,3315
30/10/2024,P032,Mouse,Elektronik,1085.33,9,9767.97,1942
10/05/2023,P063,Klima,Elektronik,461.39,13,5998.07,7431
18/02/2024,P010,Çanta,Giyim,365.65,5,1828.25,2864
27/07/2023,P037,Fırın,Ev Aletleri,609.79,19,7520.75939059395,9436
18/04/2024,P011,Kalem,Kırtasiye,1419.41,13,18452.33,4762
02/03/2023,P082,Defter,Kırtasiye,216.12,5,1080.6,3534
13/02/2023,P018,Telefon,Elektronik,1438.84,10,14388.4,4723
25/07/2023,P018,Telefon,Elektronik,1264.62,12,15175.44,8464
16/07/2024,P063,Klima,Elektronik,666.19,7,4663.33,9315
30/10/2024,P024,Bilgisayar,Elektronik,14.81,11,162.91,4967
14/11/2023,P063,Klima,Elektronik,793.74,12,9524.88,3491
21/06/2023,P024,Bilgisayar,Elektronik,363.48,12,4361.76,2693
10/10/2023,P010,Çanta,Giyim,109.23,9,983.07,1070
23/07/2024,P024,Bilgisayar,Elektronik,502.66,15,7520.75939059395,2203
17/07/2023,P018,Telefon,Elektronik,147.47,19,2801.93,7885
14/03/2023,P011,Kalem,Kırtasiye,1449.36,16,23189.76,6489
19/08/2023,P087,Kulaklık,Elektronik,1011.46,15,15171.9,3660
05/10/2023,P063,Klima,Elektronik,1366.88,3,4100.64,5810
14/07/2024,P063,Klima,Elektronik,351.79,14,4925.06,7041
17/01/2024,P018,Telefon,Elektronik,590.67,7,4134.69,4087
06/07/2024,P018,Telefon,Elektronik,790.13,2,1580.26,2848
01/01/2024,P032,Mouse,Elektronik,739.13,7,5173.91,9879
16/04/2024,P018,Telefon,Elektronik,676.29,3,2028.87,5202
14/01/2023,P037,Fırın,Ev Aletleri,68.2,13,886.6,2295
06/11/2023,P063,Klima,Elektronik,252.05,19,4788.95,3001
31/05/2023,P097,Su Şişesi,Mutfak Ürünleri,01/06/1991 00:00,18,124.38,2319
16/01/2024,P018,Telefon,Elektronik,13.53,5,7520.75939059395,4279
13/11/2023,P024,Bilgisayar,Elektronik,75.49,11,830.39,4896
11/03/2023,P032,Mouse,Elektronik,1103.15,5,5515.75,9359
24/02/2023,P037,Fırın,Ev Aletleri,822.17,12,9866.04,7652
27/12/2023,P037,Fırın,Ev Aletleri,937.65,5,4688.25,1714
16/07/2023,P037,Fırın,Ev Aletleri,593.57,13,7520.75939059395,9676
15/07/2024,P097,Su Şişesi,Mutfak Ürünleri,961.69,6,5770.14,3016
22/08/2023,P097,Su Şişesi,Mutfak Ürünleri,687.6,15,10314.0,6706
28/04/2024,P010,Çanta,Giyim,982.06,13,12766.78,1243
02/05/2023,P037,Fırın,Ev Aletleri,1445.32,4,5781.28,3256
05/10/2024,P037,Fırın,Ev Aletleri,1473.39,6,8840.34,1132
31/05/2024,P018,Telefon,Elektronik,104.39,18,1879.02,4342
05/01/2024,P087,Kulaklık,Elektronik,1490.59,18,26830.62,3311
06/10/2024,P087,Kulaklık,Elektronik,147.99,19,7520.75939059395,9843
23/09/2023,P082,Defter,Kırtasiye,774.73,15,11620.95,1871
25/03/2024,P010,Çanta,Giyim,62.25,11,684.75,2100
17/05/2024,P063,Klima,Elektronik,647.04,18,11646.72,2187
29/03/2023,P063,Klima,Elektronik,1439.21,10,14392.1,7499
28/01/2024,P082,Defter,Kırtasiye,1274.56,2,2549.12,3202
09/09/2023,P082,Defter,Kırtasiye,463.83,11,5102.13,5399
22/04/2023,P063,Klima,Elektronik,634.86,12,7618.32,7779
22/04/2024,P010,Çanta,Giyim,949.39,19,18038.41,6953
22/11/2022,P037,Fırın,Ev Aletleri,1422.71,7,9958.97,5581
24/03/2023,P037,Fırın,Ev Aletleri,1454.8,5,7274.0,2080
13/07/2023,P011,Kalem,Kırtasiye,1038.94,11,11428.34,5887
10/03/2024,P037,Fırın,Ev Aletleri,738.18,10,7520.75939059395,5973
24/09/2024,P018,Telefon,Elektronik,234.16,14,3278.24,4746
03/04/2023,P037,Fırın,Ev Aletleri,1267.94,13,16483.22,5566
22/04/2024,P024,Bilgisayar,Elektronik,1149.11,3,3447.33,5926
13/11/2022,P082,Defter,Kırtasiye,270.85,8,2166.8,8463
11/04/2024,P010,Çanta,Giyim,1444.97,7,10114.79,6997
15/04/2023,P097,Su Şişesi,Mutfak Ürünleri,527.56,7,3692.92,7367
01/04/2023,P063,Klima,Elektronik,603.34,2,1206.68,9792
08/03/2024,P087,Kulaklık,Elektronik,1220.66,9,10985.94,7884
07/05/2023,P010,Çanta,Giyim,1323.07,17,22492.19,4231
25/10/2024,P037,Fırın,Ev Aletleri,429.61,9,3866.49,5798
12/05/2023,P032,Mouse,Elektronik,341.34,13,4437.42,3883
19/01/2023,P018,Telefon,Elektronik,1035.16,1,1035.16,5248
18/02/2024,P032,Mouse,Elektronik,1080.34,19,20526.46,6553
16/05/2024,P087,Kulaklık,Elektronik,1011.78,13,13153.14,5435
03/01/2023,P087,Kulaklık,Elektronik,1474.82,8,11798.56,1898
12/01/2023,P037,Fırın,Ev Aletleri,733.01,9,6597.09,4379
22/08/2023,P010,Çanta,Giyim,922.36,6,5534.16,3607
28/04/2024,P024,Bilgisayar,Elektronik,1002.95,13,13038.35,5389
01/12/2023,P097,Su Şişesi,Mutfak Ürünleri,1475.82,8,11806.56,8421
15/11/2022,P011,Kalem,Kırtasiye,01/09/1946 00:00,13,7520.75939059395,9692
21/06/2024,P010,Çanta,Giyim,1008.59,3,3025.77,1076
26/02/2024,P037,Fırın,Ev Aletleri,1145.55,18,20619.9,9323
12/04/2024,P097,Su Şişesi,Mutfak Ürünleri,662.75,2,1325.5,9684
24/01/2023,P018,Telefon,Elektronik,1244.83,1,1244.83,5219
02/05/2024,P082,Defter,Kırtasiye,1388.44,3,4165.32,2131
14/11/2022,P097,Su Şişesi,Mutfak Ürünleri,220.47,7,1543.29,7602
18/05/2024,P032,Mouse,Elektronik,700.77,17,11913.09,1985
10/02/2023,P011,Kalem,Kırtasiye,1169.71,15,17545.65,8210
20/09/2023,P063,Klima,Elektronik,684.37,2,1368.74,9417
26/10/2023,P024,Bilgisayar,Elektronik,1309.1,17,22254.7,8355
17/07/2023,P018,Telefon,Elektronik,1114.19,9,10027.71,8915
17/04/2023,P010,Çanta,Giyim,81.24,15,1218.6,8150
25/01/2023,P018,Telefon,Elektronik,1432.97,15,21494.55,7139
07/07/2023,P063,Klima,Elektronik,103.48,6,620.88,4462
23/12/2022,P097,Su Şişesi,Mutfak Ürünleri,327.27,12,3927.24,1264
29/03/2024,P024,Bilgisayar,Elektronik,275.33,1,275.33,6218
22/11/2022,P063,Klima,Elektronik,302.24,18,5440.32,5382
05/06/2023,P082,Defter,Kırtasiye,1333.44,2,2666.88,3860
18/12/2023,P037,Fırın,Ev Aletleri,822.69,13,10694.97,9563
24/03/2024,P037,Fırın,Ev Aletleri,84.11,4,336.44,6695
02/09/2024,P018,Telefon,Elektronik,563.87,10,5638.7,5996
18/04/2024,P063,Klima,Elektronik,1224.17,13,15914.21,8739
18/04/2023,P032,Mouse,Elektronik,982.05,17,16694.85,4867
05/09/2023,P032,Mouse,Elektronik,435.86,16,6973.76,2078
17/05/2024,P087,Kulaklık,Elektronik,557.6,8,4460.8,9553
22/10/2023,P097,Su Şişesi,Mutfak Ürünleri,1465.9,5,7329.5,4734
13/08/2023,P082,Defter,Kırtasiye,454.7,11,5001.7,4806
14/12/2022,P097,Su Şişesi,Mutfak Ürünleri,653.18,4,2612.72,7200
18/11/2023,P010,Çanta,Giyim,486.8,10,4868.0,7884
17/08/2023,P063,Klima,Elektronik,555.44,5,7520.75939059395,1033
19/12/2023,P018,Telefon,Elektronik,233.91,6,1403.46,9843
10/11/2023,P037,Fırın,Ev Aletleri,295.17,3,885.51,1164
16/12/2023,P082,Defter,Kırtasiye,106.45,13,1383.85,8638
12/06/2023,P097,Su Şişesi,Mutfak Ürünleri,1145.55,10,11455.5,6257
10/03/2023,P087,Kulaklık,Elektronik,708.14,17,12038.38,3752
29/12/2022,P082,Defter,Kırtasiye,1016.88,6,6101.28,8689
19/12/2023,P024,Bilgisayar,Elektronik,921.91,11,10141.01,5474
06/02/2024,P010,Çanta,Giyim,63.36,7,443.52,6265
18/03/2024,P032,Mouse,Elektronik,186.94,18,3364.92,1809
22/03/2024,P018,Telefon,Elektronik,503.24,5,2516.2,9014
12/09/2024,P037,Fırın,Ev Aletleri,48.92,9,440.28,4953
02/08/2024,P063,Klima,Elektronik,71,8,568.0,3279
14/10/2024,P082,Defter,Kırtasiye,565.78,8,4526.24,7486
30/01/2024,P018,Telefon,Elektronik,672.24,19,12772.56,4843
16/12/2022,P032,Mouse,Elektronik,789.54,8,6316.32,3041
27/11/2023,P037,Fırın,Ev Aletleri,599.91,3,1799.73,3566
06/12/2022,P018,Telefon,Elektronik,710.71,15,10660.65,5538
03/07/2023,P082,Defter,Kırtasiye,180.67,15,2710.05,6004
25/04/2023,P032,Mouse,Elektronik,1043.45,12,12521.4,3896
09/03/2024,P063,Klima,Elektronik,474.55,7,3321.85,2818
26/06/2023,P087,Kulaklık,Elektronik,708.16,3,2124.48,4560
19/02/2024,P018,Telefon,Elektronik,1029.82,11,11328.02,2866
24/06/2024,P018,Telefon,Elektronik,1251.19,3,3753.57,3175
06/08/2023,P032,Mouse,Elektronik,182.93,12,2195.16,9876
29/06/2023,P097,Su Şişesi,Mutfak Ürünleri,232.59,15,3488.85,1939
14/03/2024,P097,Su Şişesi,Mutfak Ürünleri,1029.2,16,16467.2,3021
14/02/2024,P082,Defter,Kırtasiye,209.62,2,419.24,4225
02/10/2024,P010,Çanta,Giyim,324.27,16,5188.32,7418
30/10/2024,P032,Mouse,Elektronik,573.06,14,7520.75939059395,1602
27/11/2023,P097,Su Şişesi,Mutfak Ürünleri,862.96,15,12944.4,6617
11/02/2024,P024,Bilgisayar,Elektronik,1045.7,13,13594.1,5683
22/06/2023,P024,Bilgisayar,Elektronik,1032.57,15,15488.55,9544
03/01/2023,P037,Fırın,Ev Aletleri,670.49,3,2011.47,6229
13/04/2023,P010,Çanta,Giyim,950.11,19,18052.09,6270
19/10/2023,P097,Su Şişesi,Mutfak Ürünleri,1323.37,9,7520.75939059395,8589
11/04/2024,P082,Defter,Kırtasiye,736.44,11,8100.84,1689
02/10/2024,P082,Defter,Kırtasiye,647.56,2,1295.12,1435
18/02/2023,P087,Kulaklık,Elektronik,212.97,11,2342.67,3249
13/05/2024,P010,Çanta,Giyim,702.29,13,9129.77,6837
16/04/2024,P037,Fırın,Ev Aletleri,1338.31,19,25427.89,3186
21/03/2024,P087,Kulaklık,Elektronik,1065.37,19,20242.03,4229
03/05/2024,P097,Su Şişesi,Mutfak Ürünleri,146.7,10,1467.0,9768
24/08/2023,P097,Su Şişesi,Mutfak Ürünleri,1097.58,18,19756.44,5331
31/10/2024,P087,Kulaklık,Elektronik,1184.62,13,7520.75939059395,9671
28/03/2024,P082,Defter,Kırtasiye,504.24,4,2016.96,5504
02/05/2023,P024,Bilgisayar,Elektronik,332.02,10,3320.2,7672
23/06/2023,P032,Mouse,Elektronik,1335.31,8,10682.48,5104
23/10/2024,P010,Çanta,Giyim,988.88,16,15822.08,6396
21/04/2023,P097,Su Şişesi,Mutfak Ürünleri,1364.35,7,9550.45,7543
26/08/2024,P018,Telefon,Elektronik,1117.42,3,3352.26,7931
22/07/2023,P063,Klima,Elektronik,28.33,13,368.29,3138
17/10/2023,P087,Kulaklık,Elektronik,1208.25,10,12082.5,9211
29/12/2023,P037,Fırın,Ev Aletleri,861.36,14,12059.04,5517
20/03/2024,P011,Kalem,Kırtasiye,198.29,14,2776.06,3662
11/04/2023,P063,Klima,Elektronik,1300.53,1,1300.53,1522
17/04/2023,P082,Defter,Kırtasiye,400.14,14,5601.96,5528
27/04/2023,P010,Çanta,Giyim,1066.68,2,2133.36,5895
04/05/2024,P010,Çanta,Giyim,772.13,12,9265.56,9591
27/07/2023,P018,Telefon,Elektronik,1307.04,15,19605.6,6744
24/06/2023,P063,Klima,Elektronik,1266.58,4,5066.32,5845
08/05/2023,P011,Kalem,Kırtasiye,363.64,11,4000.04,5746
07/06/2023,P097,Su Şişesi,Mutfak Ürünleri,1205.56,2,2411.12,5663
03/02/2024,P097,Su Şişesi,Mutfak Ürünleri,1133.63,4,4534.52,5710
08/05/2024,P097,Su Şişesi,Mutfak Ürünleri,1014.32,3,3042.96,5920
31/01/2023,P097,Su Şişesi,Mutfak Ürünleri,1011.07,6,6066.42,8457
29/08/2024,P082,Defter,Kırtasiye,360.53,13,7520.75939059395,6052
05/12/2022,P010,Çanta,Giyim,892.38,17,15170.46,9081
18/09/2024,P010,Çanta,Giyim,1016.68,10,10166.8,5128
14/08/2023,P063,Klima,Elektronik,935.69,2,1871.38,8958
10/04/2024,P011,Kalem,Kırtasiye,283.19,17,4814.23,7937
12/02/2023,P097,Su Şişesi,Mutfak Ürünleri,351.5,4,1406.0,8172
02/02/2023,P082,Defter,Kırtasiye,229.06,4,916.24,9812
24/04/2023,P024,Bilgisayar,Elektronik,501.17,9,4510.53,4764
21/02/2023,P011,Kalem,Kırtasiye,1148.69,1,1148.69,5129
29/08/2023,P010,Çanta,Giyim,527.48,4,2109.92,1181
24/12/2023,P097,Su Şişesi,Mutfak Ürünleri,1113.57,1,1113.57,8768
31/03/2024,P063,Klima,Elektronik,518.16,4,2072.64,2196
21/09/2023,P063,Klima,Elektronik,298.33,11,3281.63,6324
30/11/2022,P011,Kalem,Kırtasiye,48.99,5,244.95,3698
27/01/2023,P032,Mouse,Elektronik,01/05/1932 00:00,13,69.16,4300
04/06/2023,P037,Fırın,Ev Aletleri,556.54,18,10017.72,2382
08/07/2023,P063,Klima,Elektronik,697.19,7,4880.33,3376
19/08/2023,P018,Telefon,Elektronik,1400.84,19,26615.96,1916
29/09/2023,P024,Bilgisayar,Elektronik,910.36,17,15476.12,4646
30/07/2023,P087,Kulaklık,Elektronik,80.21,9,721.89,5148
02/09/2024,P024,Bilgisayar,Elektronik,1295.45,18,23318.1,5909
08/08/2024,P063,Klima,Elektronik,1253.17,17,21303.89,5056
23/01/2024,P018,Telefon,Elektronik,1134.75,5,5673.75,4499
22/08/2024,P082,Defter,Kırtasiye,630.47,12,7565.64,8955
22/07/2024,P082,Defter,Kırtasiye,164.42,5,7520.75939059395,4885
27/09/2024,P024,Bilgisayar,Elektronik,904.11,10,9041.1,4362
11/04/2023,P032,Mouse,Elektronik,1016.88,14,14236.32,7693
11/12/2023,P011,Kalem,Kırtasiye,675.94,11,7435.34,8348
15/09/2024,P032,Mouse,Elektronik,32.51,4,130.04,7931
21/11/2022,P037,Fırın,Ev Aletleri,692.92,4,2771.68,1385
15/09/2023,P082,Defter,Kırtasiye,580.65,1,580.65,8736
22/07/2024,P037,Fırın,Ev Aletleri,1063.14,3,3189.42,6887
25/05/2024,P032,Mouse,Elektronik,574.41,8,4595.28,4157
31/01/2024,P037,Fırın,Ev Aletleri,469.18,13,6099.34,1503
14/07/2023,P018,Telefon,Elektronik,276.83,4,1107.32,7289
30/09/2023,P011,Kalem,Kırtasiye,1230.51,4,4922.04,5966
02/06/2024,P082,Defter,Kırtasiye,524.39,11,5768.29,3161
07/09/2024,P011,Kalem,Kırtasiye,861.62,18,15509.16,5075
12/05/2023,P082,Defter,Kırtasiye,341.76,10,3417.6,9333
25/11/2022,P032,Mouse,Elektronik,328.75,6,1972.5,9769
16/08/2024,P018,Telefon,Elektronik,592.19,6,7520.75939059395,3157
27/07/2023,P032,Mouse,Elektronik,1016.09,11,11176.99,4221
01/10/2023,P011,Kalem,Kırtasiye,399.95,6,2399.7,6717
18/03/2023,P063,Klima,Elektronik,55.3,6,7520.75939059395,8114
10/03/2023,P063,Klima,Elektronik,1349.28,3,4047.84,4013
05/01/2024,P024,Bilgisayar,Elektronik,360.31,4,1441.24,2101
19/01/2023,P097,Su Şişesi,Mutfak Ürünleri,1116.64,19,7520.75939059395,2762
20/10/2023,P063,Klima,Elektronik,575.88,5,2879.4,9860
13/12/2022,P032,Mouse,Elektronik,677.61,17,11519.37,4720
10/11/2022,P087,Kulaklık,Elektronik,1242.48,19,23607.12,4583
14/10/2024,P024,Bilgisayar,Elektronik,455.79,8,3646.32,2397
30/06/2024,P011,Kalem,Kırtasiye,947.48,2,1894.96,6418
15/01/2024,P032,Mouse,Elektronik,567.83,11,6246.13,7381
19/10/2023,P010,Çanta,Giyim,345.03,16,5520.48,3900
26/01/2023,P010,Çanta,Giyim,488.76,4,1955.04,9238
20/02/2023,P037,Fırın,Ev Aletleri,308.27,1,308.27,2313
04/12/2023,P087,Kulaklık,Elektronik,906.86,8,7254.88,4339
24/07/2024,P024,Bilgisayar,Elektronik,389.65,13,5065.45,1638
20/04/2024,P063,Klima,Elektronik,1208.04,19,22952.76,8895
07/11/2022,P018,Telefon,Elektronik,466.26,13,6061.38,4262
24/03/2023,P082,Defter,Kırtasiye,304.9,3,914.7,6668
13/05/2024,P018,Telefon,Elektronik,574.69,3,7520.75939059395,9336
05/02/2023,P032,Mouse,Elektronik,800.03,6,4800.18,4109
16/06/2023,P010,Çanta,Giyim,582.97,12,6995.64,4262
31/03/2023,P037,Fırın,Ev Aletleri,1337.4,12,16048.8,8737
27/05/2023,P087,Kulaklık,Elektronik,459.47,8,3675.76,2621
17/05/2023,P010,Çanta,Giyim,594.08,1,594.08,4512
19/06/2024,P010,Çanta,Giyim,948.31,16,15172.96,5198
03/08/2023,P082,Defter,Kırtasiye,61.62,6,369.72,5956
26/08/2024,P010,Çanta,Giyim,450.36,12,5404.32,1269
19/01/2023,P037,Fırın,Ev Aletleri,356.31,6,2137.86,7748
28/10/2023,P082,Defter,Kırtasiye,492.14,1,492.14,9145
19/10/2024,P024,Bilgisayar,Elektronik,79.6,12,955.2,9347
25/03/2023,P024,Bilgisayar,Elektronik,1132.37,14,7520.75939059395,2645
01/09/2023,P032,Mouse,Elektronik,518.44,18,7520.75939059395,5222
05/05/2024,P010,Çanta,Giyim,997.25,19,18947.75,1856
11/07/2024,P010,Çanta,Giyim,627.91,9,5651.19,4681
24/09/2024,P087,Kulaklık,Elektronik,340.97,17,7520.75939059395,2417
07/10/2023,P082,Defter,Kırtasiye,1368.16,12,7520.75939059395,8010
02/10/2024,P032,Mouse,Elektronik,118.16,1,118.16,5072
15/03/2024,P082,Defter,Kırtasiye,594.21,14,8318.94,3850
26/06/2024,P063,Klima,Elektronik,779.29,15,11689.35,4953
29/11/2023,P037,Fırın,Ev Aletleri,761.06,5,3805.3,1082
17/05/2024,P010,Çanta,Giyim,1300.12,10,13001.2,4215
02/03/2023,P087,Kulaklık,Elektronik,556.38,11,6120.18,4269
11/04/2023,P063,Klima,Elektronik,1347.15,6,7520.75939059395,6278
10/07/2024,P097,Su Şişesi,Mutfak Ürünleri,65.43,18,7520.75939059395,3129
28/05/2023,P082,Defter,Kırtasiye,392.27,4,1569.08,4134
02/02/2024,P011,Kalem,Kırtasiye,560.85,13,7291.05,4316
24/10/2024,P010,Çanta,Giyim,193.73,1,193.73,2506
10/08/2024,P018,Telefon,Elektronik,774.11,1,774.11,4529
07/05/2023,P097,Su Şişesi,Mutfak Ürünleri,832.6,3,2497.8,5376
24/12/2023,P032,Mouse,Elektronik,184.96,10,1849.6,5171
20/06/2023,P010,Çanta,Giyim,272.43,11,2996.73,7611
06/04/2024,P032,Mouse,Elektronik,557.33,16,8917.28,8503
29/09/2023,P010,Çanta,Giyim,754.17,12,9050.04,4947
05/02/2024,P087,Kulaklık,Elektronik,900.81,19,17115.39,1202
26/01/2023,P010,Çanta,Giyim,1469.8,8,11758.4,6426
04/02/2024,P011,Kalem,Kırtasiye,284,4,1136.0,2367
14/12/2022,P018,Telefon,Elektronik,983.69,15,14755.35,6804
12/01/2023,P010,Çanta,Giyim,630.51,13,8196.63,4417
08/06/2024,P082,Defter,Kırtasiye,1229.3,1,1229.3,4897
